0	0	0	50	95	1
0	95	0	50	189	1
0	189	0	50	284	1
0	284	0	50	378	1
0	378	0	50	473	1
50	0	0	100	95	1
50	95	0	100	189	1
50	189	0	100	284	1
50	284	0	100	378	1
50	378	0	100	473	1
100	0	0	150	95	1
100	95	0	150	189	1
100	189	0	150	284	1
100	284	0	150	378	1
100	378	0	150	473	1
150	0	0	200	95	1
150	95	0	200	189	1
150	189	0	200	284	1
150	284	0	200	378	1
150	378	0	200	473	1
200	0	0	250	95	1
200	95	0	250	189	1
200	189	0	250	284	1
200	284	0	250	378	1
200	378	0	250	473	1
250	0	0	300	95	1
250	95	0	300	189	1
250	189	0	300	284	1
250	284	0	300	378	1
250	378	0	300	473	1
300	0	0	350	95	1
300	95	0	350	189	1
300	189	0	350	284	1
300	284	0	350	378	1
300	378	0	350	473	1
350	0	0	400	95	1
350	95	0	400	189	1
350	189	0	400	284	1
350	284	0	400	378	1
350	378	0	400	473	1
400	0	0	450	95	1
400	95	0	450	189	1
400	189	0	450	284	1
400	284	0	450	378	1
400	378	0	450	473	1
450	0	0	500	95	1
450	95	0	500	189	1
450	189	0	500	284	1
450	284	0	500	378	1
450	378	0	500	473	1
500	0	0	550	95	1
500	95	0	550	189	1
500	189	0	550	284	1
500	284	0	550	378	1
500	378	0	550	473	1
550	0	0	600	95	1
550	95	0	600	189	1
550	189	0	600	284	1
550	284	0	600	378	1
550	378	0	600	473	1
600	0	0	650	95	1
600	95	0	650	189	1
600	189	0	650	284	1
600	284	0	650	378	1
600	378	0	650	473	1
650	0	0	700	95	1
650	95	0	700	189	1
650	189	0	700	284	1
650	284	0	700	378	1
650	378	0	700	473	1
700	0	0	750	95	1
700	95	0	750	189	1
700	189	0	750	284	1
700	284	0	750	378	1
700	378	0	750	473	1
0	473	0	189	611	1
0	611	0	189	750	1
189	473	0	378	611	1
189	611	0	378	750	1
378	473	0	566	611	1
378	611	0	566	750	1
566	473	0	658	519	1
566	519	0	658	565	1
566	565	0	658	611	1
566	611	0	658	658	1
566	658	0	658	704	1
566	704	0	658	750	1
658	473	0	749	519	1
658	519	0	749	565	1
658	565	0	749	611	1
658	611	0	749	658	1
658	658	0	749	704	1
658	704	0	749	750	1
